Subject,Position,Session,A_x,A_y,A_z,G_x,G_y,G_z,C_1,Workout
1,leg,1,0.500978,0.498785,0.745278,0.499848,0.500447,0.500158,0.462414,Null
1,leg,1,0.500793,0.500706,0.74529,0.499886,0.499884,0.500203,0.512782,Null
1,leg,1,0.503056,0.499045,0.746036,0.499959,0.499804,0.499864,0.499306,Null
1,leg,1,0.499644,0.500488,0.745568,0.50034,0.500094,0.499812,0.51394,Null
1,leg,1,0.501443,0.50049,0.745106,0.499823,0.500062,0.500198,0.520586,Null
1,leg,1,0.501096,0.499609,0.74454,0.500377,0.500074,0.49978,0.517168,Null
1,leg,1,0.501319,0.499539,0.744879,0.50025,0.500131,0.500081,0.529129,Null
1,leg,1,0.498135,0.498706,0.743356,0.499994,0.499568,0.500155,0.500572,Null
1,leg,1,0.501017,0.501225,0.744245,0.500031,0.499894,0.499938,0.467508,Null
1,leg,1,0.499388,0.499857,0.746026,0.500261,0.49998,0.500311,0.467932,Null
1,leg,1,0.499521,0.499534,0.744577,0.500599,0.500066,0.500092,0.527312,Null
1,leg,1,0.501454,0.500918,0.746927,0.50023,0.499762,0.500017,0.477225,Null
1,leg,1,0.50024,0.502016,0.745121,0.499953,0.50014,0.500067,0.505466,Null
1,leg,1,0.499564,0.499505,0.747837,0.500183,0.49967,0.49994,0.50805,Null
1,leg,1,0.499536,0.499565,0.746637,0.499415,0.499371,0.500295,0.502823,Null
1,leg,1,0.501399,0.500075,0.74556,0.500118,0.500113,0.500268,0.52302,Null
1,leg,1,0.501051,0.502635,0.744586,0.499929,0.500602,0.50014,0.512415,Null
1,leg,1,0.49876,0.502094,0.747371,0.499874,0.500083,0.500072,0.507879,Null
1,leg,1,0.500592,0.500708,0.744737,0.499737,0.500173,0.499614,0.479365,Null
1,leg,1,0.49936,0.499403,0.74625,0.500479,0.499568,0.500149,0.515924,Null
1,leg,1,0.501043,0.49931,0.746043,0.499889,0.499802,0.499943,0.487636,Null
1,leg,1,0.49998,0.500528,0.744906,0.499897,0.499633,0.499959,0.493108,Null
1,leg,1,0.499912,0.499302,0.744085,0.499988,0.500206,0.500205,0.478993,Null
1,leg,1,0.498407,0.502567,0.744429,0.499989,0.499894,0.500435,0.510497,Null
1,leg,1,0.498945,0.500684,0.745256,0.500225,0.500159,0.500216,0.473282,Null
1,leg,1,0.500008,0.498693,0.74412,0.499818,0.500228,0.500095,0.503065,Null
1,leg,1,0.501949,0.499602,0.742839,0.500055,0.499535,0.499622,0.513452,Null
1,leg,1,0.499928,0.499389,0.746332,0.499808,0.499863,0.500324,0.513635,Null
1,leg,1,0.499262,0.498729,0.746239,0.50001,0.499978,0.499916,0.467359,Null
1,leg,1,0.49842,0.50089,0.745954,0.499471,0.499713,0.500069,0.508602,Null
1,leg,1,0.502373,0.499165,0.746149,0.499893,0.500306,0.500248,0.515286,Null
1,leg,1,0.499673,0.500596,0.745944,0.500105,0.499929,0.499876,0.520485,Null
1,leg,1,0.501281,0.499892,0.746828,0.499947,0.500005,0.500428,0.51712,Null
1,leg,1,0.500905,0.498823,0.744429,0.500411,0.499589,0.500224,0.530844,Null
1,leg,1,0.501873,0.499994,0.745172,0.500042,0.500076,0.499895,0.493547,Null
1,leg,1,0.499878,0.4991,0.745926,0.499473,0.49952,0.499919,0.510235,Null
1,leg,1,0.501149,0.49885,0.745582,0.499815,0.500144,0.500022,0.502674,Null
1,leg,1,0.497954,0.500387,0.744226,0.499886,0.500093,0.500044,0.472894,Null
1,leg,1,0.499917,0.49956,0.744036,0.499988,0.499791,0.499989,0.518408,Null
1,leg,1,0.500171,0.49923,0.743909,0.500147,0.499852,0.500012,0.518792,Null
1,leg,1,0.501453,0.500906,0.744515,0.50004,0.499836,0.499564,0.49395,Null
1,leg,1,0.49863,0.50083,0.74526,0.500233,0.500117,0.500168,0.523836,Null
1,leg,1,0.502128,0.499259,0.747074,0.500221,0.499977,0.500094,0.509646,Null
1,leg,1,0.499914,0.498446,0.74499,0.49955,0.499666,0.499736,0.47945,Null
1,leg,1,0.500375,0.498908,0.742441,0.499922,0.499893,0.500594,0.476832,Null
1,leg,1,0.499718,0.50115,0.744749,0.500191,0.500191,0.500105,0.492541,Null
1,leg,1,0.498325,0.500293,0.743198,0.500075,0.50041,0.50001,0.498006,Null
1,leg,1,0.499076,0.500423,0.74487,0.500007,0.500163,0.499931,0.512018,Null
1,leg,1,0.498778,0.502967,0.745803,0.499905,0.499552,0.499829,0.522646,Null
1,leg,1,0.500223,0.500386,0.745819,0.50035,0.500331,0.500089,0.479692,Null
1,leg,1,0.498534,0.500998,0.746948,0.499765,0.499717,0.49959,0.490584,Null
1,leg,1,0.498555,0.498804,0.744102,0.499787,0.499865,0.49982,0.494314,Null
1,leg,1,0.499863,0.500011,0.744158,0.500032,0.499941,0.49968,0.510157,Null
1,leg,1,0.499267,0.498364,0.745667,0.499915,0.500019,0.499727,0.527424,Null
1,leg,1,0.4992,0.499611,0.747204,0.499882,0.499694,0.49992,0.464267,Null
1,leg,1,0.501088,0.500089,0.744853,0.500205,0.49979,0.500126,0.468193,Null
1,leg,1,0.500343,0.498923,0.742401,0.499726,0.500172,0.499933,0.475124,Null
1,leg,1,0.502131,0.498653,0.744275,0.499762,0.500012,0.499851,0.517737,Null
1,leg,1,0.500089,0.500483,0.746328,0.499953,0.500001,0.500259,0.509336,Null
1,leg,1,0.499601,0.498156,0.7439,0.500065,0.500442,0.500046,0.479756,Null
1,leg,1,0.50065,0.501111,0.746247,0.500487,0.500232,0.499851,0.474967,Null
1,leg,1,0.499547,0.499598,0.74528,0.500241,0.499881,0.499753,0.460278,Null
1,leg,1,0.501923,0.497789,0.74644,0.499987,0.499939,0.499681,0.497266,Null
1,leg,1,0.49918,0.498519,0.744785,0.500353,0.500208,0.49998,0.502876,Null
1,leg,1,0.499738,0.500465,0.746419,0.499953,0.499926,0.499831,0.520987,Null
1,leg,1,0.501972,0.501407,0.745791,0.499828,0.499844,0.499539,0.490561,Null
1,leg,1,0.500097,0.499762,0.746218,0.500233,0.499844,0.500228,0.483762,Null
1,leg,1,0.501131,0.50105,0.743665,0.499758,0.499652,0.499951,0.490055,Null
1,leg,1,0.500594,0.500729,0.744424,0.499769,0.500267,0.500239,0.512805,Null
1,leg,1,0.500382,0.502297,0.744603,0.50004,0.499961,0.499543,0.515286,Null
1,leg,1,0.499853,0.498769,0.743042,0.500052,0.499646,0.499791,0.476982,Null
1,leg,1,0.500404,0.498794,0.746583,0.499971,0.500225,0.500082,0.536963,Null
1,leg,1,0.501373,0.499959,0.748173,0.500061,0.500191,0.500033,0.477327,Null
1,leg,1,0.501102,0.500189,0.744212,0.500166,0.499784,0.499998,0.517672,Null
1,leg,1,0.498618,0.500178,0.745517,0.499963,0.500096,0.499948,0.499737,Null
1,leg,1,0.500811,0.498926,0.745563,0.499912,0.499993,0.500101,0.505189,Null
1,leg,1,0.500352,0.499061,0.74377,0.500364,0.500119,0.500202,0.49296,Null
1,leg,1,0.500225,0.498501,0.744857,0.50021,0.500242,0.500142,0.479159,Null
1,leg,1,0.498812,0.498657,0.744061,0.499973,0.49964,0.499909,0.500862,Null
1,leg,1,0.497551,0.50057,0.744819,0.499835,0.499797,0.50001,0.456592,Null
1,leg,1,0.499982,0.500926,0.744111,0.499589,0.500178,0.500011,0.510709,Null
1,leg,1,0.500534,0.500561,0.745936,0.499967,0.500346,0.500094,0.47116,Null
1,leg,1,0.500405,0.499651,0.746965,0.500311,0.500359,0.499701,0.495627,Null
1,leg,1,0.50147,0.499991,0.743874,0.499821,0.499762,0.499992,0.461487,Null
1,leg,1,0.499688,0.499001,0.744448,0.499384,0.499992,0.499789,0.49264,Null
1,leg,1,0.498185,0.500415,0.745154,0.499683,0.499916,0.500229,0.521494,Null
1,leg,1,0.500605,0.499289,0.743686,0.499758,0.499652,0.49999,0.50488,Null
1,leg,1,0.500434,0.499346,0.745982,0.50015,0.499489,0.499858,0.500867,Null
1,leg,1,0.499762,0.500959,0.745941,0.499984,0.499855,0.499991,0.517397,Null
1,leg,1,0.49951,0.49975,0.745905,0.499784,0.500162,0.499951,0.482642,Null
1,leg,1,0.497839,0.498999,0.745832,0.499749,0.500372,0.50025,0.53263,Null
1,leg,1,0.500654,0.501123,0.745144,0.500114,0.500238,0.499669,0.510658,Null
1,leg,1,0.499396,0.501108,0.745975,0.500195,0.500054,0.500206,0.514668,Null
1,leg,1,0.500991,0.497065,0.744827,0.500059,0.500439,0.499799,0.532319,Null
1,leg,1,0.497647,0.501241,0.747594,0.500082,0.499948,0.500156,0.499496,Null
1,leg,1,0.500255,0.500233,0.746391,0.499745,0.499528,0.500122,0.526558,Null
1,leg,1,0.500076,0.500123,0.74413,0.49994,0.499608,0.500355,0.491896,Null
1,leg,1,0.500967,0.49738,0.744924,0.50018,0.500083,0.500331,0.501821,Null
1,leg,1,0.500793,0.499296,0.744725,0.500594,0.499768,0.499845,0.464181,Null
1,leg,1,0.500438,0.498909,0.744805,0.499852,0.500219,0.499886,0.509087,Null
1,leg,1,0.498348,0.500413,0.743987,0.499875,0.499627,0.49972,0.504005,Null
1,leg,1,0.498729,0.499281,0.743576,0.500134,0.5001,0.500248,0.513911,Null
1,leg,1,0.50222,0.501248,0.745223,0.50038,0.500041,0.50038,0.512325,Null
1,leg,1,0.500038,0.499441,0.743038,0.500155,0.499909,0.499536,0.507733,Null
1,leg,1,0.500411,0.501135,0.744669,0.499907,0.500295,0.499997,0.463216,Null
1,leg,1,0.501497,0.499475,0.744443,0.500005,0.499659,0.500456,0.498539,Null
1,leg,1,0.498647,0.500111,0.744199,0.500578,0.499878,0.500302,0.507484,Null
1,leg,1,0.500641,0.49995,0.747743,0.500171,0.499948,0.500223,0.47464,Null
1,leg,1,0.500114,0.500113,0.743748,0.500168,0.499524,0.500139,0.504965,Null
1,leg,1,0.497771,0.499168,0.746761,0.500138,0.499449,0.500173,0.524517,Null
1,leg,1,0.499971,0.500029,0.74494,0.499594,0.500015,0.500056,0.523587,Null
1,leg,1,0.499205,0.497605,0.74499,0.500225,0.500104,0.499897,0.533137,Null
1,leg,1,0.49963,0.499541,0.746327,0.499932,0.500152,0.499891,0.474196,Null
1,leg,1,0.500157,0.49943,0.747054,0.499854,0.49977,0.499675,0.500165,Null
1,leg,1,0.502014,0.500834,0.743441,0.499766,0.500393,0.500126,0.51766,Null
1,leg,1,0.501177,0.503072,0.744555,0.499626,0.5,0.499961,0.497071,Null
1,leg,1,0.501203,0.497889,0.743972,0.499987,0.500279,0.499724,0.485347,Null
1,leg,1,0.500823,0.5004,0.747613,0.500057,0.499697,0.49995,0.498944,Null
1,leg,1,0.497926,0.498791,0.745483,0.499968,0.500163,0.499429,0.508958,Null
1,leg,1,0.498449,0.501475,0.745749,0.499993,0.500468,0.500171,0.495718,Null
1,leg,1,0.499483,0.49548,0.744206,0.499665,0.499901,0.499747,0.48789,Null
1,leg,1,0.500794,0.500114,0.747363,0.499831,0.499994,0.499834,0.473261,Null
1,leg,1,0.499218,0.499419,0.745914,0.499933,0.500288,0.499598,0.482119,Null
1,leg,1,0.501706,0.497348,0.74528,0.500383,0.49957,0.499545,0.508918,Null
1,leg,1,0.499082,0.500734,0.747531,0.499808,0.499941,0.500155,0.517197,Null
1,leg,1,0.502011,0.499725,0.745607,0.50054,0.500007,0.500256,0.479138,Null
1,leg,1,0.498997,0.499272,0.74425,0.499845,0.500043,0.500119,0.489491,Null
1,leg,1,0.500992,0.499939,0.743823,0.499725,0.499942,0.499877,0.508081,Null
1,leg,1,0.502634,0.501377,0.746363,0.499631,0.499978,0.499856,0.548323,Null
1,leg,1,0.499883,0.503602,0.74746,0.499753,0.499912,0.500149,0.473486,Null
2,wrist,1,0.499625,0.500128,0.746604,0.500268,0.499876,0.500118,0.479786,Null
2,wrist,1,0.499925,0.501875,0.744756,0.500187,0.499581,0.499956,0.469065,Null
2,wrist,1,0.498136,0.500706,0.745628,0.500179,0.500381,0.500057,0.479094,Null
2,wrist,1,0.501172,0.499618,0.744811,0.500412,0.500317,0.499876,0.506241,Null
2,wrist,1,0.500033,0.500997,0.746761,0.500063,0.500216,0.500177,0.51155,Null
2,wrist,1,0.500819,0.500264,0.744576,0.500325,0.500133,0.499727,0.517285,Null
2,wrist,1,0.501101,0.499536,0.745831,0.499819,0.500259,0.500034,0.514025,Null
2,wrist,1,0.499553,0.500059,0.745483,0.49994,0.500576,0.500213,0.520234,Null
2,wrist,1,0.498911,0.499369,0.7444,0.500222,0.500576,0.500131,0.490778,Null
2,wrist,1,0.499099,0.497338,0.745302,0.499986,0.499796,0.499883,0.492709,Null
2,wrist,1,0.498971,0.499455,0.744019,0.500018,0.50016,0.500032,0.470608,Null
2,wrist,1,0.501101,0.499297,0.747273,0.5005,0.499948,0.500002,0.508669,Null
2,wrist,1,0.498961,0.501596,0.743158,0.500108,0.499693,0.500562,0.531884,Null
2,wrist,1,0.500664,0.500864,0.745464,0.500462,0.500362,0.500097,0.500626,Null
2,wrist,1,0.498451,0.497667,0.743528,0.499727,0.500084,0.500055,0.458437,Null
2,wrist,1,0.499925,0.500407,0.741749,0.499856,0.500243,0.499802,0.514805,Null
2,wrist,1,0.499074,0.498365,0.745005,0.500037,0.500238,0.500342,0.499373,Null
2,wrist,1,0.501221,0.499253,0.743904,0.500235,0.500636,0.500101,0.521122,Null
2,wrist,1,0.498754,0.498642,0.744953,0.499931,0.500205,0.499937,0.489778,Null
2,wrist,1,0.500425,0.498601,0.742875,0.500164,0.500438,0.500001,0.517488,Null
2,wrist,1,0.502058,0.501032,0.746378,0.499942,0.499959,0.500324,0.524667,Null
2,wrist,1,0.500505,0.497436,0.745013,0.500073,0.499942,0.499521,0.494107,Null
2,wrist,1,0.498418,0.498973,0.743587,0.500027,0.499965,0.500229,0.517988,Null
2,wrist,1,0.500996,0.500614,0.746717,0.49959,0.499541,0.499938,0.497484,Null
2,wrist,1,0.498059,0.497359,0.7456,0.499795,0.500256,0.499961,0.519762,Null
2,wrist,1,0.499947,0.497825,0.744515,0.499644,0.500244,0.499543,0.531311,Null
2,wrist,1,0.500599,0.499298,0.74424,0.499653,0.500017,0.499596,0.499223,Null
2,wrist,1,0.500244,0.501572,0.747141,0.499765,0.499857,0.499814,0.500803,Null
2,wrist,1,0.500047,0.499554,0.747502,0.500175,0.500093,0.500491,0.538175,Null
2,wrist,1,0.500994,0.499208,0.745562,0.500262,0.500056,0.499678,0.485159,Null
2,wrist,1,0.499682,0.500355,0.745666,0.500035,0.500026,0.499982,0.498616,Null
2,wrist,1,0.500987,0.501525,0.748041,0.500123,0.499869,0.499952,0.520825,Null
2,wrist,1,0.498367,0.501148,0.746367,0.500253,0.500234,0.500229,0.485159,Null
2,wrist,1,0.501375,0.500566,0.741455,0.500397,0.50015,0.500231,0.488209,Null
2,wrist,1,0.499023,0.499503,0.747629,0.499921,0.499786,0.500295,0.466073,Null
2,wrist,1,0.499124,0.499281,0.745041,0.499353,0.500125,0.499866,0.503741,Null
2,wrist,1,0.499601,0.50119,0.745871,0.49989,0.500207,0.499909,0.485647,Null
2,wrist,1,0.498966,0.500056,0.744855,0.499921,0.500292,0.500415,0.494828,Null
2,wrist,1,0.500553,0.499343,0.745136,0.499532,0.499647,0.499916,0.50062,Null
2,wrist,1,0.499638,0.50016,0.744434,0.499979,0.500182,0.500048,0.523359,Null
2,wrist,1,0.498757,0.499233,0.745085,0.499879,0.500107,0.499537,0.510573,Null
2,wrist,1,0.500874,0.500639,0.744753,0.500111,0.500252,0.499628,0.507417,Null
2,wrist,1,0.499403,0.4998,0.74697,0.499665,0.499529,0.499512,0.483336,Null
2,wrist,1,0.49818,0.499838,0.745032,0.50032,0.499578,0.499954,0.511033,Null
2,wrist,1,0.500951,0.501771,0.746545,0.500328,0.499813,0.500249,0.488328,Null
2,wrist,1,0.499524,0.498432,0.745938,0.499744,0.49982,0.499608,0.47608,Null
2,wrist,1,0.499559,0.498758,0.745943,0.499786,0.499541,0.499977,0.49469,Null
2,wrist,1,0.49661,0.500401,0.742873,0.500403,0.500271,0.499929,0.482563,Null
2,wrist,1,0.501439,0.499956,0.743623,0.499759,0.499826,0.49995,0.536124,Null
2,wrist,1,0.499909,0.499907,0.744958,0.500076,0.499994,0.500481,0.51546,Null
2,wrist,1,0.499759,0.501018,0.744581,0.499911,0.499379,0.500466,0.487295,Null
2,wrist,1,0.500071,0.499186,0.746717,0.50016,0.500148,0.500147,0.47325,Null
2,wrist,1,0.500217,0.5004,0.744499,0.499844,0.500143,0.499894,0.482182,Null
2,wrist,1,0.499778,0.501271,0.746925,0.499863,0.499696,0.499681,0.512007,Null
2,wrist,1,0.499827,0.497472,0.744113,0.499938,0.499742,0.499395,0.488427,Null
2,wrist,1,0.498587,0.498012,0.745829,0.500059,0.500136,0.499625,0.510702,Null
2,wrist,1,0.502071,0.499512,0.743012,0.499954,0.499463,0.500018,0.495523,Null
2,wrist,1,0.501953,0.499116,0.746084,0.499975,0.499936,0.500064,0.484682,Null
2,wrist,1,0.50025,0.49885,0.744061,0.499973,0.499741,0.499653,0.457542,Null
2,wrist,1,0.501498,0.498686,0.743653,0.500051,0.50026,0.500385,0.50649,Null
2,wrist,1,0.498978,0.500371,0.743884,0.499707,0.499545,0.500085,0.452072,Null
2,wrist,1,0.499599,0.500128,0.745317,0.500185,0.499656,0.500557,0.498019,Null
2,wrist,1,0.49931,0.50057,0.744613,0.500206,0.500021,0.499883,0.513956,Null
2,wrist,1,0.501197,0.49919,0.74287,0.499952,0.499799,0.499811,0.497533,Null
2,wrist,1,0.502076,0.500684,0.744065,0.500203,0.500191,0.499704,0.511864,Null
2,wrist,1,0.499659,0.498629,0.742847,0.500338,0.500008,0.500488,0.503781,Null
2,wrist,1,0.500171,0.501018,0.746403,0.499682,0.50042,0.499496,0.492649,Null
2,wrist,1,0.498585,0.500454,0.745496,0.499761,0.500268,0.500073,0.525435,Null
2,wrist,1,0.50051,0.49972,0.745037,0.500008,0.500281,0.500458,0.501301,Null
2,wrist,1,0.499588,0.502793,0.747597,0.499931,0.500135,0.499721,0.524111,Null
2,wrist,1,0.500182,0.499441,0.745053,0.49956,0.499699,0.499764,0.501354,Null
2,wrist,1,0.502508,0.499363,0.745549,0.499911,0.500373,0.500161,0.529251,Null
2,wrist,1,0.500687,0.499316,0.746072,0.500122,0.500271,0.500046,0.494409,Null
2,wrist,1,0.500174,0.501011,0.744986,0.50017,0.499852,0.500109,0.517948,Null
2,wrist,1,0.498502,0.500307,0.744189,0.500097,0.500315,0.499959,0.462893,Null
2,wrist,1,0.497715,0.502112,0.744452,0.500361,0.500006,0.499998,0.496073,Null
2,wrist,1,0.499615,0.501311,0.748495,0.500065,0.499939,0.499639,0.516393,Null
2,wrist,1,0.500963,0.500101,0.744456,0.500032,0.500239,0.500545,0.489299,Null
2,wrist,1,0.49815,0.499059,0.747368,0.500286,0.499623,0.499842,0.485825,Null
2,wrist,1,0.502599,0.501864,0.744423,0.500331,0.499931,0.500361,0.504521,Null
2,wrist,1,0.497561,0.502018,0.745963,0.500606,0.500435,0.500173,0.516066,Null
2,wrist,1,0.500158,0.498955,0.746031,0.499841,0.500247,0.499764,0.519742,Null
2,wrist,1,0.498591,0.500858,0.745645,0.500375,0.500352,0.49992,0.487495,Null
2,wrist,1,0.498215,0.49927,0.745322,0.499621,0.500454,0.500138,0.476088,Null
2,wrist,1,0.49996,0.500359,0.745024,0.499873,0.499772,0.49982,0.483361,Null
2,wrist,1,0.499626,0.500435,0.74574,0.500285,0.499906,0.500121,0.474358,Null
2,wrist,1,0.50007,0.49848,0.74609,0.499929,0.499715,0.499982,0.495135,Null
2,wrist,1,0.500527,0.499361,0.743594,0.500109,0.500541,0.49991,0.54367,Null
2,wrist,1,0.500518,0.500899,0.744664,0.49995,0.499864,0.499925,0.51989,Null
2,wrist,1,0.497945,0.498999,0.748002,0.500132,0.500529,0.500338,0.506908,Null
2,wrist,1,0.500011,0.500336,0.743325,0.500318,0.500177,0.500267,0.48616,Null
2,wrist,1,0.501312,0.498004,0.74503,0.499784,0.500343,0.500468,0.489593,Null
2,wrist,1,0.50068,0.500397,0.746885,0.499909,0.499728,0.4994,0.468417,Null
2,wrist,1,0.499583,0.498833,0.744801,0.499742,0.499805,0.499851,0.485147,Null
2,wrist,1,0.498998,0.500808,0.74343,0.499564,0.500076,0.500028,0.452705,Null
2,wrist,1,0.503072,0.499759,0.744419,0.50015,0.500532,0.500256,0.482132,Null
2,wrist,1,0.500742,0.500045,0.7438,0.500343,0.500173,0.500129,0.53256,Null
2,wrist,1,0.497869,0.499397,0.745634,0.500352,0.499576,0.49961,0.517128,Null
2,wrist,1,0.499098,0.499836,0.744127,0.499673,0.500242,0.499976,0.486049,Null
2,wrist,1,0.502626,0.501122,0.743858,0.499526,0.499603,0.499521,0.488374,Null
2,wrist,1,0.499605,0.501577,0.747415,0.500006,0.499948,0.499944,0.45585,Null
2,wrist,1,0.501188,0.500657,0.744458,0.500092,0.500188,0.500403,0.514857,Null
2,wrist,1,0.500384,0.498626,0.744878,0.500566,0.499674,0.500137,0.512859,Null
2,wrist,1,0.49978,0.501108,0.744647,0.500431,0.500043,0.500074,0.489958,Null
2,wrist,1,0.500938,0.498697,0.742231,0.500315,0.499889,0.499957,0.516721,Null
2,wrist,1,0.500518,0.501196,0.74181,0.499989,0.500077,0.50016,0.482128,Null
2,wrist,1,0.501905,0.500294,0.745837,0.499842,0.500161,0.499964,0.504599,Null
2,wrist,1,0.501213,0.500194,0.744698,0.500045,0.499871,0.499925,0.508779,Null
2,wrist,1,0.501016,0.498866,0.745832,0.500232,0.499878,0.499683,0.501746,Null
2,wrist,1,0.500623,0.499948,0.745825,0.500117,0.499699,0.499613,0.49116,Null
2,wrist,1,0.500645,0.498774,0.744671,0.499926,0.49994,0.500255,0.510359,Null
2,wrist,1,0.498862,0.49952,0.746038,0.500156,0.499867,0.500255,0.498088,Null
2,wrist,1,0.497932,0.501788,0.747139,0.499752,0.500107,0.500269,0.489806,Null
2,wrist,1,0.5006,0.498445,0.74411,0.499678,0.499858,0.499732,0.488043,Null
2,wrist,1,0.500492,0.499488,0.744805,0.499795,0.500396,0.500071,0.479571,Null
2,wrist,1,0.499361,0.499654,0.744699,0.500223,0.499792,0.499912,0.513234,Null
2,wrist,1,0.498902,0.5008,0.744127,0.499809,0.499813,0.499942,0.479062,Null
2,wrist,1,0.498858,0.501067,0.745347,0.500383,0.499949,0.500009,0.516062,Null
2,wrist,1,0.49979,0.498909,0.746061,0.500006,0.500085,0.499837,0.482657,Null
2,wrist,1,0.502111,0.499486,0.746674,0.49981,0.499692,0.499739,0.519225,Null
2,wrist,1,0.497909,0.499944,0.744757,0.499726,0.500273,0.499971,0.485359,Null
2,wrist,1,0.500604,0.49958,0.74649,0.49996,0.499996,0.500201,0.497741,Null
2,wrist,1,0.499632,0.499044,0.744201,0.500027,0.500176,0.500076,0.477883,Null
2,wrist,1,0.501714,0.499838,0.746584,0.500417,0.499793,0.500365,0.51932,Null
2,wrist,1,0.501138,0.500897,0.74502,0.500413,0.500143,0.49971,0.536982,Null
2,wrist,1,0.499756,0.499737,0.747647,0.500354,0.500097,0.50019,0.505066,Null
2,wrist,1,0.50085,0.499078,0.747163,0.499475,0.499946,0.500181,0.480779,Null
2,wrist,1,0.500833,0.499262,0.745088,0.499944,0.500149,0.499748,0.492766,Null
2,wrist,1,0.498728,0.499047,0.745505,0.500264,0.500084,0.499995,0.478121,Null
2,wrist,1,0.501466,0.499086,0.744668,0.499937,0.499934,0.500138,0.46967,Null
2,wrist,1,0.501809,0.500945,0.744234,0.500052,0.500023,0.500228,0.492279,Null
2,wrist,1,0.501954,0.499251,0.745036,0.500321,0.499869,0.499573,0.494902,Null
2,wrist,1,0.501152,0.500713,0.745025,0.500235,0.500104,0.500138,0.50637,Null
2,wrist,1,0.501079,0.501778,0.744109,0.499929,0.500068,0.49992,0.536764,Null
2,wrist,1,0.500978,0.501445,0.743766,0.499722,0.500009,0.500162,0.470089,Null
2,wrist,1,0.501002,0.499716,0.743965,0.49965,0.499909,0.499876,0.510912,Null
2,wrist,1,0.5008,0.500928,0.743342,0.49995,0.500327,0.500377,0.504493,Null
2,wrist,1,0.499248,0.498718,0.744668,0.499833,0.499905,0.499954,0.51214,Null
2,wrist,1,0.499392,0.497582,0.744783,0.500204,0.499889,0.49981,0.514386,Null
2,wrist,1,0.49965,0.499358,0.746112,0.500313,0.500176,0.500142,0.491936,Null
2,wrist,1,0.500681,0.498997,0.744187,0.500132,0.499846,0.500368,0.502841,Null
2,wrist,1,0.498705,0.501173,0.7454,0.500276,0.499936,0.499389,0.515002,Null
2,wrist,1,0.50058,0.500086,0.745397,0.499953,0.500302,0.500275,0.457873,Null
2,wrist,1,0.501088,0.501484,0.745652,0.49997,0.499855,0.499829,0.475097,Null
2,wrist,1,0.499273,0.500204,0.747666,0.500261,0.499801,0.499577,0.492494,Null
2,wrist,1,0.501135,0.499977,0.745119,0.499935,0.500256,0.499678,0.503277,Null
2,wrist,1,0.500525,0.49968,0.745705,0.499792,0.499642,0.500144,0.490045,Null
2,wrist,1,0.499661,0.498571,0.745551,0.499994,0.499878,0.499651,0.505817,Null
2,wrist,1,0.498352,0.500402,0.745386,0.500716,0.499845,0.500163,0.491681,Null
2,wrist,1,0.499013,0.499037,0.745305,0.500304,0.499919,0.500017,0.538079,Null
2,wrist,1,0.50051,0.500246,0.746907,0.500102,0.499914,0.500044,0.483667,Null
2,wrist,1,0.500788,0.500836,0.745434,0.500052,0.500045,0.500222,0.500487,Null
2,wrist,1,0.501968,0.502334,0.744686,0.500326,0.49965,0.499928,0.520371,Null
2,wrist,1,0.499645,0.500374,0.74541,0.499805,0.500331,0.499569,0.483519,Null
2,wrist,1,0.498604,0.500548,0.745732,0.500089,0.500461,0.500431,0.506962,Null
2,wrist,1,0.501176,0.501374,0.744594,0.499784,0.499724,0.500017,0.520117,Null
2,wrist,1,0.500463,0.498257,0.745222,0.499991,0.500073,0.500115,0.460672,Null
2,wrist,1,0.50132,0.499798,0.741436,0.500372,0.5001,0.500405,0.497388,Null
2,wrist,1,0.498862,0.501786,0.74615,0.500346,0.49951,0.499862,0.495651,Null
2,wrist,1,0.500803,0.497863,0.743244,0.500091,0.500279,0.499824,0.505961,Null
2,wrist,1,0.500854,0.498727,0.744647,0.499927,0.50026,0.49994,0.49697,Null
2,wrist,1,0.501233,0.500207,0.745481,0.500256,0.499428,0.500317,0.506199,Null
2,wrist,1,0.499329,0.499661,0.744766,0.500605,0.499688,0.499877,0.497171,Null
2,wrist,1,0.499323,0.498114,0.743718,0.500095,0.500641,0.500235,0.524357,Null
2,wrist,1,0.500031,0.49894,0.744863,0.500056,0.499812,0.500052,0.491286,Null
2,wrist,1,0.499894,0.49933,0.74402,0.499995,0.499721,0.49987,0.47564,Null
2,wrist,1,0.500093,0.501827,0.742921,0.500022,0.499903,0.499811,0.520845,Null
2,wrist,1,0.50023,0.50059,0.746166,0.500605,0.499964,0.499739,0.480693,Null
2,wrist,1,0.500385,0.500196,0.745437,0.499854,0.500164,0.499493,0.498295,Null
2,wrist,1,0.499211,0.500854,0.74653,0.4998,0.499466,0.499744,0.507364,Null
2,wrist,1,0.500887,0.502307,0.746815,0.500435,0.499991,0.49991,0.513966,Null
2,wrist,1,0.499867,0.500913,0.744627,0.49959,0.499729,0.499897,0.49086,Null
2,wrist,1,0.500438,0.498417,0.743928,0.500148,0.500185,0.499599,0.487803,Null
2,wrist,1,0.498735,0.49865,0.743918,0.49994,0.5002,0.499997,0.496401,Null
2,wrist,1,0.500801,0.501018,0.746677,0.499482,0.499935,0.499807,0.496962,Null
2,wrist,1,0.501031,0.500898,0.746485,0.499846,0.499667,0.500402,0.472188,Null
